t,u,v,i,j
0.729347,0.39383,-0.00296291,182,100
0.732437,0.393635,-0.00296006,182,100
0.735528,0.393443,-0.00295732,182,100
0.738618,0.393252,-0.00295468,182,100
0.741709,0.393063,-0.00295214,182,100
0.744799,0.392875,-0.00294968,182,100
0.747889,0.392689,-0.00294732,182,100
0.75098,0.392504,-0.00294504,182,100
0.75407,0.392322,-0.00294285,182,100
0.757161,0.392141,-0.00294073,182,100
0.760251,0.391962,-0.00293868,182,100
0.763342,0.391784,-0.0029367,182,100
0.766432,0.391608,-0.0029348,182,100
0.769523,0.391432,-0.00293295,182,100
0.772613,0.391256,-0.00293117,182,100
0.775704,0.391081,-0.00292944,182,100
0.778794,0.390906,-0.00292777,182,100
0.781884,0.390731,-0.00292615,182,100
0.784975,0.390558,-0.00292458,182,100
0.788065,0.390385,-0.00292306,182,100
0.791156,0.390213,-0.00292158,182,100
0.794246,0.390042,-0.00292015,182,100
0.797337,0.389871,-0.00291875,182,100
0.800427,0.389701,-0.0029174,182,100
0.803518,0.38953,-0.00291608,182,100
0.806608,0.38936,-0.0029148,182,100
0.809698,0.389189,-0.00291355,182,100
0.812789,0.389019,-0.00291233,182,100
0.815879,0.388848,-0.00291114,182,100
0.81897,0.388678,-0.00290998,182,100
0.82206,0.388509,-0.00290885,182,100
0.825151,0.38834,-0.00290775,182,100
0.828241,0.388171,-0.00290666,182,100
0.831332,0.388003,-0.00290561,182,100
0.834422,0.387834,-0.00290457,182,100
0.837513,0.387666,-0.00290356,182,100
0.840603,0.387498,-0.00290257,182,100
0.843693,0.387329,-0.00290159,182,100
0.846784,0.387161,-0.00290064,182,100
0.849874,0.386992,-0.0028997,182,100
0.852965,0.386824,-0.00289878,182,100
0.856055,0.386657,-0.00289788,182,100
0.859146,0.386489,-0.00289699,182,100
0.862236,0.386323,-0.00289612,182,100
0.865327,0.386156,-0.00289526,182,100
0.868417,0.38599,-0.00289441,182,100
0.871508,0.385824,-0.00289358,182,100
0.874598,0.385657,-0.00289276,182,100
0.877688,0.385491,-0.00289196,182,100
0.880779,0.385326,-0.00289116,182,100
0.883869,0.38516,-0.00289038,182,100
0.88696,0.384995,-0.0028896,182,100
0.89005,0.38483,-0.00288884,182,100
0.893141,0.384665,-0.00288809,182,100
0.896231,0.384501,-0.00288735,182,100
0.899322,0.384338,-0.00288662,182,100
0.902412,0.384175,-0.00288589,182,100
0.905503,0.384012,-0.00288518,182,100
0.908593,0.38385,-0.00288447,182,100
0.911683,0.383688,-0.00288377,182,100
0.914774,0.383526,-0.00288308,182,100
0.917864,0.383364,-0.0028824,182,100
0.920955,0.383203,-0.00288173,182,100
0.924045,0.383043,-0.00288106,182,100
0.927136,0.382883,-0.0028804,182,100
0.930226,0.382723,-0.00287974,182,100
0.933317,0.382564,-0.0028791,182,100
0.936407,0.382406,-0.00287846,182,100
0.939497,0.382248,-0.00287782,182,100
0.942588,0.382091,-0.00287719,182,100
0.945678,0.381935,-0.00287657,182,100
0.948769,0.381779,-0.00287595,182,100
0.951859,0.381623,-0.00287534,182,100
0.95495,0.381468,-0.00287473,182,100
0.95804,0.381313,-0.00287413,182,100
0.961131,0.381159,-0.00287353,182,100
0.964221,0.381006,-0.00287293,182,100
0.967312,0.380853,-0.00287234,182,100
0.970402,0.380701,-0.00287176,182,100
0.973492,0.38055,-0.00287118,182,100
0.976583,0.380399,-0.0028706,182,100
0.979673,0.380249,-0.00287002,182,100
0.982764,0.3801,-0.00286945,182,100
0.985854,0.379951,-0.00286888,182,100
0.988945,0.379803,-0.00286831,182,100
0.992035,0.379655,-0.00286775,182,100
0.995126,0.379508,-0.00286719,182,100
0.998216,0.379362,-0.00286663,182,100
1.00131,0.379216,-0.00286607,182,100
1.0044,0.379072,-0.00286552,182,100
1.00749,0.378927,-0.00286497,182,100
1.01058,0.378784,-0.00286441,182,100
1.01367,0.378642,-0.00286386,182,100
1.01676,0.3785,-0.00286331,182,100
1.01985,0.378359,-0.00286277,182,100
1.02294,0.378218,-0.00286222,182,100
1.02603,0.378078,-0.00286167,182,100
1.02912,0.377939,-0.00286113,182,100
1.03221,0.377801,-0.00286058,182,100
1.0353,0.377663,-0.00286004,182,100
1.03839,0.377526,-0.00285949,182,100
1.04148,0.37739,-0.00285894,182,100
1.04457,0.377254,-0.0028584,182,100
1.04766,0.377119,-0.00285785,182,100
1.05075,0.376985,-0.00285731,182,100
1.05384,0.376852,-0.00285676,182,100
1.05693,0.376719,-0.00285621,182,100
1.06003,0.376588,-0.00285566,182,100
1.06312,0.376457,-0.00285512,182,100
1.06621,0.376326,-0.00285457,182,100
1.0693,0.376197,-0.00285401,182,100
1.07239,0.376068,-0.00285346,182,100
1.07548,0.37594,-0.00285291,182,100
1.07857,0.375812,-0.00285236,182,100
1.08166,0.375685,-0.0028518,182,100
1.08475,0.375559,-0.00285124,182,100
1.08784,0.375434,-0.00285069,182,100
1.09093,0.375309,-0.00285013,182,100
1.09402,0.375185,-0.00284957,182,100
1.09711,0.375062,-0.00284901,182,100
1.1002,0.37494,-0.00284844,182,100
1.10329,0.374818,-0.00284788,182,100
1.10638,0.374697,-0.00284731,182,100
1.10947,0.374577,-0.00284674,182,100
1.11256,0.374458,-0.00284617,182,100
1.11565,0.374339,-0.0028456,182,100
1.11874,0.374221,-0.00284503,182,100
1.12183,0.374103,-0.00284446,182,100
1.12492,0.373987,-0.00284389,182,100
1.12802,0.373871,-0.00284331,182,100
1.13111,0.373755,-0.00284274,182,100
1.1342,0.373641,-0.00284216,182,100
1.13729,0.373527,-0.00284158,182,100
1.14038,0.373414,-0.002841,182,100
1.14347,0.373301,-0.00284042,182,100
1.14656,0.373189,-0.00283984,182,100
1.14965,0.373078,-0.00283926,182,100
1.15274,0.372968,-0.00283868,182,100
1.15583,0.372858,-0.0028381,182,100
1.15892,0.372749,-0.00283752,182,100
1.16201,0.372641,-0.00283694,182,100
1.1651,0.372534,-0.00283636,182,100
1.16819,0.372427,-0.00283577,182,100
1.17128,0.37232,-0.00283519,182,100
1.17437,0.372215,-0.00283461,182,100
1.17746,0.37211,-0.00283403,182,100
1.18055,0.372006,-0.00283345,182,100
1.18364,0.371902,-0.00283287,182,100
1.18673,0.371799,-0.0028323,182,100
1.18982,0.371697,-0.00283172,182,100
1.19291,0.371595,-0.00283114,182,100
1.19601,0.371494,-0.00283057,182,100
1.1991,0.371394,-0.00283,182,100
1.20219,0.371294,-0.00282943,182,100
1.20528,0.371195,-0.00282886,182,100
1.20837,0.371097,-0.00282829,182,100
1.21146,0.370999,-0.00282773,182,100
1.21455,0.370902,-0.00282716,182,100
1.21764,0.370805,-0.0028266,182,100
1.22073,0.37071,-0.00282605,182,100
1.22382,0.370615,-0.00282549,182,100
1.22691,0.37052,-0.00282494,182,100
1.23,0.370426,-0.00282439,182,100
1.23309,0.370333,-0.00282385,182,100
1.23618,0.37024,-0.0028233,182,100
1.23927,0.370148,-0.00282276,182,100
1.24236,0.370057,-0.00282223,182,100
1.24545,0.369966,-0.0028217,182,100
1.24854,0.369876,-0.00282117,182,100
1.25163,0.369786,-0.00282064,182,100
1.25472,0.369697,-0.00282012,182,100
1.25781,0.369609,-0.0028196,182,100
1.2609,0.369521,-0.00281909,182,100
1.26399,0.369434,-0.00281858,182,100
1.26709,0.369347,-0.00281808,182,100
1.27018,0.369261,-0.00281758,182,100
1.27327,0.369176,-0.00281708,182,100
1.27636,0.369091,-0.00281659,182,100
1.27945,0.369007,-0.00281611,182,100
1.28254,0.368924,-0.00281562,182,100
1.28563,0.368841,-0.00281515,182,100
1.28872,0.368758,-0.00281467,182,100
1.29181,0.368676,-0.00281421,182,100
1.2949,0.368595,-0.00281374,182,100
1.29799,0.368515,-0.00281328,182,100
1.30108,0.368434,-0.00281283,182,100
1.30417,0.368355,-0.00281238,182,100
1.30726,0.368276,-0.00281194,182,100
1.31035,0.368198,-0.0028115,182,100
1.31344,0.36812,-0.00281107,182,100
1.31653,0.368042,-0.00281064,182,100
1.31962,0.367966,-0.00281021,182,100
1.32271,0.367889,-0.00280979,182,100
1.3258,0.367814,-0.00280938,182,100
1.32889,0.367739,-0.00280897,182,100
1.33198,0.367664,-0.00280856,182,100
1.33508,0.36759,-0.00280816,182,100
1.33817,0.367517,-0.00280776,182,100
1.34126,0.367444,-0.00280737,182,100
1.34435,0.367371,-0.00280698,182,100
1.34744,0.367299,-0.0028066,182,100
1.35053,0.367228,-0.00280622,182,100
1.35362,0.367157,-0.00280585,182,100
1.35671,0.367087,-0.00280547,182,100
1.3598,0.367017,-0.00280511,182,100
1.36289,0.366948,-0.00280474,182,100
1.36598,0.36688,-0.00280439,182,100
1.36907,0.366811,-0.00280403,182,100
1.37216,0.366744,-0.00280368,182,100
1.37525,0.366677,-0.00280333,182,100
1.37834,0.36661,-0.00280299,182,100
1.38143,0.366544,-0.00280264,182,100
1.38452,0.366478,-0.00280231,182,100
1.38761,0.366413,-0.00280197,182,100
1.3907,0.366349,-0.00280164,182,100
1.39379,0.366285,-0.00280131,182,100
1.39688,0.366221,-0.00280098,182,100
1.39997,0.366158,-0.00280066,182,100
1.40307,0.366096,-0.00280034,182,100
1.40616,0.366034,-0.00280002,182,100
1.40925,0.365972,-0.0027997,182,100
1.41234,0.365911,-0.00279939,182,100
1.41543,0.36585,-0.00279908,182,100
1.41852,0.36579,-0.00279876,182,100
1.42161,0.365731,-0.00279846,182,100
1.4247,0.365672,-0.00279815,182,100
1.42779,0.365613,-0.00279785,182,100
1.43088,0.365555,-0.00279754,182,100
1.43397,0.365497,-0.00279724,182,100
1.43706,0.36544,-0.00279694,182,100
1.44015,0.365383,-0.00279665,182,100
1.44324,0.365326,-0.00279635,182,100
1.44633,0.36527,-0.00279605,182,100
1.44942,0.365215,-0.00279575,182,100
1.45251,0.36516,-0.00279545,182,100
1.4556,0.365105,-0.00279516,182,100
1.45869,0.365051,-0.00279486,182,100
1.46178,0.364998,-0.00279457,182,100
1.46487,0.364944,-0.00279427,182,100
1.46796,0.364892,-0.00279397,182,100
1.47106,0.364839,-0.00279368,182,100
1.47415,0.364787,-0.00279339,182,100
1.47724,0.364736,-0.00279309,182,100
1.48033,0.364685,-0.0027928,182,100
1.48342,0.364634,-0.0027925,182,100
1.48651,0.364584,-0.0027922,182,100
1.4896,0.364534,-0.00279191,182,100
1.49269,0.364485,-0.00279161,182,100
1.49578,0.364436,-0.00279132,182,100
1.49887,0.364387,-0.00279102,182,100
1.50196,0.364339,-0.00279072,182,100
1.50505,0.364291,-0.00279042,182,100
1.50814,0.364244,-0.00279013,182,100
1.51123,0.364197,-0.00278983,182,100
1.51432,0.364151,-0.00278952,182,100
1.51741,0.364105,-0.00278922,182,100
1.5205,0.364059,-0.00278892,182,100
1.52359,0.364014,-0.00278862,182,100
1.52668,0.363969,-0.00278832,182,100
1.52977,0.363925,-0.00278802,182,100
1.53286,0.363881,-0.00278772,182,100
1.53595,0.363838,-0.00278741,182,100
1.53905,0.363795,-0.00278711,182,100
1.54214,0.363752,-0.00278681,182,100
1.54523,0.36371,-0.0027865,182,100
1.54832,0.363668,-0.0027862,182,100
1.55141,0.363627,-0.0027859,182,100
1.5545,0.363585,-0.00278559,182,100
1.55759,0.363545,-0.00278529,182,100
1.56068,0.363504,-0.00278498,182,100
1.56377,0.363464,-0.00278467,182,100
1.56686,0.363425,-0.00278437,182,100
1.56995,0.363386,-0.00278406,182,100
1.57304,0.363347,-0.00278376,182,100
1.57613,0.363308,-0.00278345,182,100
1.57922,0.36327,-0.00278315,182,100
1.58231,0.363232,-0.00278284,182,100
1.5854,0.363195,-0.00278254,182,100
1.58849,0.363158,-0.00278223,182,100
1.59158,0.363121,-0.00278193,182,100
1.59467,0.363085,-0.00278163,182,100
1.59776,0.363049,-0.00278132,182,100
1.60085,0.363014,-0.00278102,182,100
1.60394,0.362979,-0.00278072,182,100
1.60704,0.362944,-0.00278042,182,100
1.61013,0.36291,-0.00278012,182,100
1.61322,0.362876,-0.00277983,182,100
1.61631,0.362842,-0.00277953,182,100
1.6194,0.362809,-0.00277923,182,100
1.62249,0.362776,-0.00277894,182,100
1.62558,0.362743,-0.00277865,182,100
1.62867,0.362711,-0.00277836,182,100
1.63176,0.362679,-0.00277807,182,100
1.63485,0.362648,-0.00277778,182,100
1.63794,0.362616,-0.00277749,182,100
1.64103,0.362585,-0.00277721,182,100
1.64412,0.362555,-0.00277693,182,100
1.64721,0.362524,-0.00277664,182,100
1.6503,0.362495,-0.00277637,182,100
1.65339,0.362465,-0.00277609,182,100
1.65648,0.362436,-0.00277582,182,100
1.65957,0.362407,-0.00277554,182,100
1.66266,0.362379,-0.00277527,182,100
1.66575,0.362351,-0.00277501,182,100
1.66884,0.362323,-0.00277474,182,100
1.67193,0.362295,-0.00277448,182,100
1.67503,0.362268,-0.00277422,182,100
1.67812,0.362241,-0.00277396,182,100
1.68121,0.362215,-0.00277371,182,100
1.6843,0.362189,-0.00277345,182,100
1.68739,0.362163,-0.0027732,182,100
1.69048,0.362137,-0.00277296,182,100
1.69357,0.362112,-0.00277271,182,100
1.69666,0.362087,-0.00277247,182,100
1.69975,0.362062,-0.00277223,182,100
1.70284,0.362038,-0.002772,182,100
1.70593,0.362014,-0.00277177,182,100
1.70902,0.36199,-0.00277154,182,100
1.71211,0.361967,-0.00277131,182,100
1.7152,0.361944,-0.00277109,182,100
1.71829,0.361922,-0.00277087,182,100
1.72138,0.3619,-0.00277065,182,100
1.72447,0.361878,-0.00277044,182,100
1.72756,0.361856,-0.00277022,182,100
1.73065,0.361835,-0.00277001,182,100
1.73374,0.361814,-0.0027698,182,100
1.73683,0.361793,-0.0027696,182,100
1.73992,0.361773,-0.0027694,182,100
1.74302,0.361752,-0.0027692,182,100
1.74611,0.361732,-0.002769,182,100
1.7492,0.361713,-0.0027688,182,100
1.75229,0.361693,-0.00276861,182,100
1.75538,0.361674,-0.00276843,182,100
1.75847,0.361655,-0.00276824,182,100
1.76156,0.361637,-0.00276806,182,100
1.76465,0.361619,-0.00276789,182,100
1.76774,0.361602,-0.00276771,182,100
1.77083,0.361584,-0.00276753,182,100
1.77392,0.361567,-0.00276736,182,100
1.77701,0.361551,-0.00276719,182,100
1.7801,0.361534,-0.00276702,182,100
1.78319,0.361518,-0.00276686,182,100
1.78628,0.361503,-0.00276669,182,100
1.78937,0.361487,-0.00276653,182,100
1.79246,0.361472,-0.00276637,182,100
1.79555,0.361457,-0.00276621,182,100
1.79864,0.361443,-0.00276606,182,100
1.80173,0.361429,-0.00276591,182,100
1.80482,0.361415,-0.00276576,182,100
1.80791,0.361401,-0.00276561,182,100
1.81101,0.361387,-0.00276546,182,100
1.8141,0.361374,-0.00276531,182,100
1.81719,0.361361,-0.00276516,182,100
1.82028,0.361349,-0.00276502,182,100
1.82337,0.361337,-0.00276488,182,100
1.82646,0.361324,-0.00276473,182,100
1.82955,0.361313,-0.00276459,182,100
1.83264,0.361301,-0.00276445,182,100
1.83573,0.36129,-0.00276432,182,100
1.83882,0.361279,-0.00276418,182,100
1.84191,0.361268,-0.00276405,182,100
1.845,0.361258,-0.00276392,182,100
1.84809,0.361248,-0.00276378,182,100
1.85118,0.361238,-0.00276365,182,100
1.85427,0.361228,-0.00276351,182,100
1.85736,0.361219,-0.00276338,182,100
1.86045,0.361209,-0.00276325,182,100
1.86354,0.3612,-0.00276311,182,100
1.86663,0.361192,-0.00276298,182,100
1.86972,0.361183,-0.00276285,182,100
1.87281,0.361175,-0.00276272,182,100
1.8759,0.361168,-0.00276259,182,100
1.87899,0.36116,-0.00276246,182,100
1.88209,0.361153,-0.00276233,182,100
1.88518,0.361147,-0.0027622,182,100
1.88827,0.36114,-0.00276207,182,100
1.89136,0.361134,-0.00276195,182,100
1.89445,0.361128,-0.00276182,182,100
1.89754,0.361123,-0.0027617,182,100
1.90063,0.361117,-0.00276157,182,100
1.90372,0.361112,-0.00276144,182,100
1.90681,0.361108,-0.00276132,182,100
1.9099,0.361103,-0.00276119,182,100
1.91299,0.361099,-0.00276106,182,100
1.91608,0.361095,-0.00276094,182,100
1.91917,0.361091,-0.00276081,182,100
1.92226,0.361087,-0.00276068,182,100
1.92535,0.361084,-0.00276055,182,100
1.92844,0.361081,-0.00276043,182,100
1.93153,0.361078,-0.0027603,182,100
1.93462,0.361076,-0.00276018,182,100
1.93771,0.361073,-0.00276005,182,100
1.9408,0.361071,-0.00275992,182,100
1.94389,0.361069,-0.00275979,182,100
1.94698,0.361067,-0.00275967,182,100
1.95008,0.361066,-0.00275954,182,100
1.95317,0.361064,-0.00275941,182,100
1.95626,0.361063,-0.00275928,182,100
1.95935,0.361062,-0.00275916,182,100
1.96244,0.361062,-0.00275903,182,100
1.96553,0.361061,-0.00275891,182,100
1.96862,0.361061,-0.00275879,182,100
1.97171,0.361061,-0.00275866,182,100
1.9748,0.361061,-0.00275854,182,100
1.97789,0.361061,-0.00275841,182,100
1.98098,0.361062,-0.00275829,182,100
1.98407,0.361062,-0.00275816,182,100
1.98716,0.361063,-0.00275804,182,100
1.99025,0.361065,-0.00275791,182,100
1.99334,0.361066,-0.00275779,182,100
1.99643,0.361067,-0.00275767,182,100
1.99952,0.361069,-0.00275754,182,100
2.00261,0.361071,-0.00275742,182,100
2.0057,0.361073,-0.0027573,182,100
2.00879,0.361075,-0.00275718,182,100
2.01188,0.361078,-0.00275706,182,100
2.01497,0.36108,-0.00275694,182,100
2.01807,0.361083,-0.00275683,182,100
2.02116,0.361086,-0.00275671,182,100
2.02425,0.361089,-0.0027566,182,100
2.02734,0.361093,-0.00275648,182,100
2.03043,0.361097,-0.00275637,182,100
2.03352,0.3611,-0.00275626,182,100
2.03661,0.361104,-0.00275616,182,100
2.0397,0.361108,-0.00275605,182,100
2.04279,0.361113,-0.00275594,182,100
2.04588,0.361117,-0.00275584,182,100
2.04897,0.361122,-0.00275573,182,100
